Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
u164.txt,1,106,89.64,80.20,16.24,77.79,5.30,22.64,70.75,37.74,11.32,5.66,1.89,1.89,1.89,0.00,0.00,5.66,5.66,12.26,3.77,0.94,4.72,0.00,11.32,6.60,2.83,0.00,3.77,0.94,6.60,4.72,1.89,0.00,0.00,0.94,7.55,0.00,0.00,0.00,0.00,4.72,0.00,0.00,1.89,1.89,1.89,0.94,0.94,0.00,0.94,0.00,2.83,0.00,0.00,0.00,2.83,6.60,1.89,0.94,2.83,2.83,0.00,4.72,6.60,0.00,14.15,0.00,7.55,6.60,1.89,2.83,0.94,1.89,0.00,0.00,1.89,0.00,0.00,1.89,0.00,0.00,50.94,8.49,2.83,0.00,0.00,0.94,18.87,0.94,0.00,4.72,0.00,14.15
u165.txt,1,582,63.59,32.15,91.87,37.95,9.86,15.98,82.65,46.22,14.78,9.62,7.39,0.17,0.69,0.86,0.52,5.15,4.30,12.54,6.70,5.15,4.30,1.55,18.04,2.75,0.69,2.06,2.06,1.03,5.50,3.09,2.41,0.00,1.55,0.17,5.84,0.17,0.17,0.17,0.86,9.45,3.09,2.23,0.86,0.86,1.37,1.55,3.61,0.52,2.06,0.69,1.72,0.86,0.52,0.17,0.17,3.44,0.17,0.86,1.20,1.37,0.34,6.36,9.45,1.89,19.07,3.26,8.08,8.25,3.09,1.72,0.86,1.72,0.17,0.34,2.75,0.86,1.20,0.34,0.69,0.00,28.18,9.45,3.26,1.72,0.34,1.37,1.37,0.69,2.41,2.92,0.34,4.30
u166.txt,1,99,84.89,34.29,85.21,44.24,8.25,11.11,91.92,56.57,14.14,12.12,7.07,0.00,2.02,3.03,0.00,2.02,7.07,19.19,10.10,4.04,2.02,2.02,17.17,3.03,1.01,0.00,1.01,2.02,5.05,3.03,2.02,0.00,1.01,1.01,9.09,0.00,0.00,2.02,4.04,9.09,1.01,1.01,1.01,2.02,1.01,5.05,2.02,0.00,0.00,2.02,9.09,6.06,2.02,0.00,0.00,7.07,2.02,0.00,3.03,1.01,1.01,4.04,10.10,2.02,18.18,3.03,11.11,5.05,0.00,0.00,0.00,0.00,1.01,0.00,2.02,1.01,1.01,0.00,0.00,1.01,43.43,25.25,4.04,0.00,0.00,0.00,4.04,4.04,2.02,3.03,0.00,1.01
u167.txt,1,364,64.27,74.53,66.92,76.53,9.33,14.29,86.26,50.00,15.66,8.24,3.85,0.55,3.57,0.00,0.27,7.42,7.69,10.99,5.77,5.22,6.04,1.37,16.76,2.75,1.65,1.10,1.65,0.82,7.14,4.95,2.20,0.00,0.00,1.65,11.54,1.37,1.10,0.55,0.27,10.16,1.92,1.10,2.75,3.02,0.82,3.85,2.75,1.10,1.37,0.27,0.82,0.00,0.27,0.00,0.00,10.16,4.12,3.57,1.92,2.20,0.82,3.30,10.44,1.92,16.76,2.47,7.14,7.69,1.37,1.65,1.10,0.00,0.55,0.27,1.10,0.00,0.82,0.55,0.00,0.00,30.49,11.81,4.40,0.00,0.00,2.47,2.75,1.92,1.10,1.92,1.65,2.47
u168.txt,1,102,79.78,42.23,40.84,1.00,7.29,19.61,81.37,37.25,12.75,6.86,4.90,0.00,0.98,0.98,0.00,5.88,1.96,12.75,4.90,3.92,0.98,0.98,14.71,4.90,1.96,0.98,1.96,3.92,9.80,2.94,6.86,0.00,1.96,0.98,6.86,0.00,0.00,0.00,0.98,7.84,0.98,0.98,0.98,2.94,1.96,0.00,4.90,0.00,0.98,2.94,4.90,3.92,0.00,0.00,0.98,7.84,1.96,0.98,3.92,1.96,0.00,1.96,11.76,0.00,15.69,0.98,7.84,6.86,0.98,2.94,0.98,0.00,0.00,0.98,9.80,3.92,3.92,0.98,0.98,0.00,32.35,22.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,8.82
u169.txt,1,859,67.35,44.45,63.37,33.82,17.18,15.37,83.00,49.36,13.15,8.73,5.12,0.47,1.16,0.70,1.28,4.42,6.40,12.81,7.10,4.42,6.29,2.44,15.13,5.24,2.68,0.70,1.51,2.44,5.59,2.91,2.44,0.35,0.70,0.23,8.61,0.23,0.58,0.00,1.05,10.48,2.21,0.70,1.51,2.91,1.05,3.73,2.79,1.28,0.47,0.58,4.66,1.05,1.40,0.12,2.21,6.75,1.98,1.05,1.16,2.21,0.58,3.84,10.71,1.05,14.20,1.98,5.94,7.10,1.40,2.21,0.00,0.58,0.47,0.23,1.28,0.35,0.70,0.00,0.35,0.00,16.76,4.07,4.07,0.70,0.00,0.00,2.56,0.35,0.93,1.86,1.40,0.81
u17.txt,1,2281,73.30,33.84,81.76,82.34,26.22,17.97,83.43,44.02,10.83,7.80,6.36,0.18,1.01,0.13,0.13,3.02,4.60,13.11,8.11,4.43,5.09,1.05,18.68,4.69,1.75,1.67,1.97,2.19,5.70,4.43,1.27,0.09,0.22,0.39,5.48,0.35,0.53,0.31,0.13,12.14,2.37,1.84,2.32,3.02,1.53,3.24,2.63,1.32,0.75,0.35,4.12,0.44,0.92,0.09,2.28,6.97,1.89,1.62,1.97,1.75,0.35,2.59,13.63,2.46,16.92,3.16,6.66,7.50,2.72,4.16,1.05,1.18,0.22,0.22,1.67,0.18,0.83,0.26,0.39,0.00,26.30,12.89,3.90,0.44,0.00,0.66,1.62,0.44,0.44,2.67,0.44,2.81
u170.txt,1,257,88.22,39.25,5.29,76.18,8.86,16.34,40.86,24.90,8.95,6.61,4.28,0.78,1.56,0.00,0.00,2.33,5.84,5.45,2.33,1.56,0.78,1.56,5.84,1.56,0.39,0.78,0.00,0.00,5.84,4.28,1.56,0.00,0.00,0.39,2.33,0.00,0.00,0.00,0.00,6.23,1.95,0.00,2.33,0.39,0.39,1.56,1.17,0.78,0.00,0.39,1.56,0.78,0.78,0.00,0.00,2.72,1.17,0.00,0.39,0.78,0.39,0.39,5.45,0.39,5.84,0.39,2.33,3.50,0.00,0.39,0.00,0.00,0.78,0.00,1.56,0.00,1.56,0.00,0.00,0.00,28.40,13.23,2.72,0.00,0.00,1.17,4.67,0.00,0.78,1.95,0.78,3.11
u171.txt,1,26,98.86,87.57,1.40,25.77,8.67,7.69,73.08,42.31,3.85,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,23.08,7.69,0.00,3.85,0.00,26.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,0.00,0.00,0.00,7.69,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,19.23,0.00,3.85,3.85,11.54,0.00,0.00,23.08,0.00,11.54,0.00,11.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,38.46,7.69,0.00,3.85,0.00,0.00
u172.txt,1,992,51.83,76.60,17.20,25.77,10.23,14.42,91.63,51.71,13.41,8.47,0.50,0.30,2.02,4.94,0.71,4.94,6.35,11.79,12.80,4.84,4.84,2.12,22.98,5.85,2.62,1.01,1.41,3.63,6.75,3.33,3.33,0.10,0.81,0.50,10.79,0.10,0.20,4.94,0.00,13.61,3.02,1.61,2.42,2.42,2.22,2.92,4.03,1.61,0.60,1.81,4.13,1.21,1.51,0.10,1.11,4.94,0.91,1.11,1.81,1.11,0.60,3.83,16.03,2.22,16.23,2.02,5.75,8.87,1.41,1.81,1.21,0.81,0.40,0.40,1.31,0.30,0.60,0.30,0.20,0.00,20.87,9.27,4.84,0.20,0.10,0.50,0.40,0.40,0.00,4.03,0.10,1.01
u173.txt,1,98,67.14,65.86,92.38,99.00,6.53,18.37,90.82,44.90,9.18,7.14,3.06,0.00,2.04,2.04,0.00,2.04,4.08,12.24,11.22,5.10,3.06,2.04,20.41,5.10,3.06,1.02,1.02,3.06,15.31,12.24,3.06,0.00,0.00,2.04,10.20,0.00,0.00,0.00,2.04,8.16,1.02,0.00,1.02,1.02,2.04,3.06,2.04,1.02,1.02,0.00,2.04,0.00,0.00,0.00,0.00,14.29,3.06,8.16,3.06,1.02,2.04,4.08,13.27,2.04,25.51,2.04,11.22,12.24,4.08,1.02,0.00,1.02,4.08,0.00,6.12,0.00,5.10,0.00,1.02,0.00,28.57,10.20,2.04,0.00,0.00,5.10,3.06,1.02,0.00,2.04,0.00,5.10
u174.txt,1,197,67.32,32.40,76.73,44.34,5.05,14.72,87.31,50.76,12.69,8.12,5.08,1.02,1.52,0.51,0.00,4.57,6.60,12.69,11.68,4.57,2.54,2.03,20.30,3.55,0.51,1.52,2.54,2.03,5.08,3.05,2.03,0.51,1.02,0.00,4.06,0.00,0.00,0.51,0.00,7.11,0.51,1.02,2.03,1.52,0.51,2.54,3.55,2.03,1.02,0.00,2.03,0.51,1.02,0.00,0.51,4.06,1.02,1.02,1.02,1.02,0.00,1.52,15.74,1.02,19.80,2.54,9.64,8.12,5.58,0.51,1.52,0.00,0.00,0.00,4.57,1.52,0.51,1.02,1.52,0.00,49.24,29.95,1.52,0.51,0.00,1.52,12.18,0.51,0.00,0.51,0.51,2.03
u175.txt,1,29,15.89,24.51,69.96,85.87,14.50,6.90,93.10,62.07,17.24,10.34,10.34,0.00,0.00,0.00,0.00,6.90,6.90,10.34,17.24,10.34,3.45,3.45,20.69,0.00,0.00,0.00,0.00,3.45,3.45,3.45,0.00,0.00,0.00,0.00,6.90,0.00,3.45,0.00,0.00,17.24,0.00,3.45,6.90,0.00,6.90,0.00,6.90,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90,3.45,0.00,3.45,0.00,0.00,3.45,17.24,0.00,20.69,3.45,6.90,10.34,0.00,3.45,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,13.79,0.00,3.45,0.00,0.00,3.45,6.90,0.00,0.00,0.00,0.00,0.00
u176.txt,1,324,45.96,60.95,26.79,13.28,10.12,11.73,88.89,54.94,13.27,8.95,2.78,0.31,3.09,2.78,0.00,4.32,4.63,13.58,12.04,6.48,6.17,2.16,23.15,4.01,1.54,0.93,1.85,1.23,5.86,2.47,3.40,0.31,0.93,0.31,9.26,0.31,0.00,2.47,0.62,13.27,1.85,0.31,4.63,3.40,0.93,4.32,4.32,2.16,1.54,0.31,4.32,2.16,1.54,0.31,0.00,6.48,0.62,1.85,1.54,2.16,0.93,2.16,18.83,1.23,15.74,2.78,7.10,6.48,2.16,0.62,0.31,0.62,0.00,0.31,1.54,0.62,0.00,0.00,0.93,0.00,24.69,12.96,2.16,0.00,1.23,0.31,0.00,0.31,2.47,3.40,0.00,1.85
u177.txt,1,2646,50.37,63.31,50.84,50.46,23.21,16.55,89.68,54.50,15.50,8.39,2.68,1.93,2.34,0.42,1.02,7.11,6.61,12.32,10.17,4.35,5.93,3.36,18.56,5.82,3.36,2.34,1.81,2.61,6.31,3.78,2.46,0.23,1.17,0.34,9.71,0.00,0.11,0.04,0.72,14.74,3.21,1.81,2.04,3.02,2.72,4.35,2.87,1.02,0.83,0.98,2.38,0.83,1.06,0.04,0.53,9.79,2.04,3.44,3.29,2.19,0.60,2.19,14.36,2.12,13.34,2.76,5.18,5.82,2.61,0.94,0.11,0.23,0.19,0.34,0.45,0.19,0.15,0.04,0.11,0.00,15.15,6.46,4.61,0.04,0.26,0.53,0.08,0.30,0.08,2.08,0.15,0.57
u178.txt,1,160,77.33,57.44,1.00,81.93,9.41,13.75,37.50,21.88,5.62,4.38,1.88,0.00,0.62,1.88,0.00,1.25,3.75,3.75,2.50,3.75,3.75,1.88,5.00,1.88,0.62,1.25,2.50,0.00,3.12,3.12,0.00,0.00,0.00,0.00,6.25,0.62,0.00,2.50,0.00,3.75,0.00,1.25,0.00,0.00,1.25,1.25,0.00,0.00,0.00,0.00,0.62,0.00,0.62,0.00,0.00,5.62,3.12,1.25,0.62,1.25,0.00,0.62,4.38,0.62,3.75,0.62,1.88,1.25,0.00,1.88,0.00,0.00,0.00,1.25,6.88,0.00,6.25,0.00,0.00,0.62,37.50,7.50,8.12,1.88,0.00,1.25,17.50,0.00,0.00,0.00,0.00,1.25
u179.txt,1,29,49.46,50.00,98.71,1.00,4.83,27.59,89.66,34.48,6.90,3.45,3.45,0.00,0.00,0.00,0.00,3.45,6.90,0.00,13.79,6.90,0.00,0.00,20.69,10.34,0.00,6.90,0.00,0.00,17.24,3.45,13.79,6.90,6.90,0.00,6.90,0.00,0.00,0.00,0.00,10.34,3.45,6.90,0.00,3.45,0.00,0.00,3.45,3.45,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,13.79,0.00,27.59,3.45,3.45,20.69,0.00,0.00,0.00,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,34.48,3.45,3.45,3.45,0.00,10.34,6.90,6.90,0.00,0.00,0.00,0.00
u18.txt,1,598,73.51,64.37,27.39,18.38,5.34,19.73,78.26,42.98,8.86,5.69,2.51,0.33,1.00,1.84,0.00,3.18,5.02,11.54,11.04,4.68,3.01,0.67,19.23,4.35,1.67,0.67,4.35,1.84,6.69,3.01,3.51,0.17,0.50,0.67,6.86,0.33,0.17,2.17,0.33,7.02,2.17,1.00,1.67,1.34,0.67,1.17,2.51,1.51,0.67,0.33,1.34,0.67,0.50,0.00,0.17,4.18,1.34,0.50,1.84,1.00,0.00,2.51,14.72,2.51,15.05,1.84,6.35,7.36,3.18,3.01,1.34,0.33,0.84,0.00,2.01,0.17,1.34,0.50,0.00,0.00,42.31,20.90,2.17,2.84,0.00,1.17,1.84,0.17,0.33,2.34,1.00,9.53
u180.txt,1,250,70.90,27.43,89.12,82.90,14.71,15.20,78.00,40.80,10.80,7.60,7.20,0.00,0.40,0.00,0.00,3.20,5.60,11.60,10.00,4.40,3.60,1.20,15.20,9.20,2.00,0.80,4.80,2.00,7.20,5.20,2.00,0.80,0.00,0.40,4.40,0.80,0.00,0.00,0.40,7.20,0.80,0.40,0.80,2.40,1.20,2.00,2.00,1.60,0.00,0.00,2.40,0.00,0.40,0.00,2.00,4.40,0.80,1.60,3.20,1.60,0.00,3.20,12.40,2.40,19.20,0.80,8.80,9.60,2.00,3.60,0.80,0.00,1.20,0.40,2.00,0.40,1.20,0.40,0.40,0.00,49.20,3.60,2.00,0.80,0.00,0.00,34.80,0.00,0.00,4.40,0.00,3.60
u181.txt,1,25,51.43,50.00,6.70,25.77,5.00,16.00,76.00,60.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,12.00,24.00,8.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,4.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,12.00,12.00,4.00,16.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,20.00,4.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,8.00
u182.txt,1,82,92.84,45.16,97.62,10.40,7.45,13.41,89.02,47.56,4.88,3.66,2.44,0.00,0.00,1.22,0.00,1.22,12.20,12.20,8.54,7.32,2.44,1.22,14.63,4.88,1.22,1.22,4.88,1.22,8.54,3.66,4.88,2.44,1.22,2.44,2.44,0.00,0.00,0.00,1.22,4.88,2.44,0.00,0.00,0.00,2.44,0.00,2.44,2.44,0.00,0.00,2.44,1.22,1.22,0.00,0.00,4.88,0.00,1.22,3.66,0.00,0.00,0.00,12.20,3.66,29.27,4.88,7.32,17.07,3.66,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.90,30.49,2.44,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,8.54
u183.txt,1,370,72.42,76.72,75.47,91.56,6.49,12.16,89.73,47.57,14.05,10.54,4.86,0.54,4.05,1.08,0.00,3.51,6.22,13.51,6.76,4.59,4.59,1.89,17.57,5.95,3.51,2.43,2.97,2.43,11.08,7.57,3.51,0.00,1.62,0.54,12.16,0.00,0.00,0.54,1.35,10.00,1.89,0.54,1.08,0.81,3.24,2.43,4.05,1.62,0.81,1.08,4.59,1.35,1.35,0.00,0.54,8.11,2.70,1.89,2.70,2.16,0.00,4.59,10.27,2.43,18.11,3.24,6.49,9.46,1.35,1.35,0.00,0.54,0.81,1.08,3.78,0.27,2.70,0.27,0.27,0.00,50.27,17.03,5.95,2.97,1.35,2.70,7.57,2.16,4.32,3.51,0.27,2.43
u184.txt,1,37,46.80,50.00,84.25,25.77,7.40,18.92,94.59,48.65,18.92,8.11,8.11,0.00,0.00,0.00,0.00,10.81,2.70,13.51,8.11,5.41,2.70,2.70,16.22,16.22,5.41,0.00,0.00,5.41,10.81,5.41,5.41,0.00,0.00,2.70,10.81,0.00,2.70,0.00,0.00,13.51,2.70,0.00,2.70,5.41,2.70,0.00,2.70,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,2.70,2.70,0.00,0.00,0.00,0.00,0.00,10.81,2.70,18.92,2.70,2.70,13.51,2.70,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.84,13.51,2.70,0.00,0.00,0.00,16.22,0.00,0.00,5.41,0.00,0.00
u185.txt,1,851,37.62,34.90,62.52,63.65,7.81,13.04,85.43,50.76,17.04,10.58,7.64,0.35,1.65,0.35,0.59,6.46,5.29,11.05,11.87,5.64,4.47,2.23,20.33,6.58,2.82,1.76,2.23,3.17,6.70,4.35,2.35,0.12,1.06,0.35,7.87,0.71,0.35,1.06,0.35,11.05,2.00,1.88,2.35,2.00,1.29,3.17,3.17,0.35,1.18,1.41,2.70,1.76,0.47,0.35,0.12,4.47,1.29,0.59,1.18,1.41,0.12,2.70,15.39,1.88,12.81,1.53,4.23,7.05,1.88,0.59,0.24,0.82,0.35,0.24,4.00,0.71,1.29,1.29,0.47,0.24,34.08,14.57,2.23,0.00,0.00,1.65,3.17,0.12,2.82,5.52,0.71,3.29
u186.txt,1,137,58.42,41.35,69.66,15.50,13.70,9.49,75.91,45.99,9.49,5.84,2.19,0.00,1.46,2.19,0.00,3.65,2.92,12.41,9.49,5.11,6.57,2.19,16.06,2.19,1.46,0.73,10.22,0.00,6.57,2.92,3.65,0.00,0.73,0.00,4.38,0.00,0.00,0.00,2.19,8.03,1.46,3.65,0.00,0.73,0.00,2.92,0.73,0.00,0.00,0.73,5.11,1.46,2.92,0.73,0.00,7.30,0.73,0.73,0.00,5.11,1.46,7.30,8.76,1.46,19.71,0.73,8.03,10.95,0.00,2.92,0.00,2.19,0.00,0.00,0.73,0.73,0.00,0.00,0.00,0.00,28.47,9.49,5.84,2.92,0.00,0.00,2.92,0.00,0.00,0.00,0.00,7.30
u187.txt,1,107,57.77,35.41,19.72,13.19,11.89,21.50,71.03,42.06,12.15,10.28,6.54,0.00,3.74,0.00,0.00,1.87,2.80,10.28,10.28,2.80,3.74,1.87,15.89,4.67,0.00,0.00,0.93,2.80,4.67,1.87,2.80,0.00,0.00,1.87,3.74,0.00,0.00,0.00,0.00,8.41,0.00,0.93,2.80,1.87,1.87,1.87,4.67,2.80,0.93,0.00,3.74,0.00,0.93,0.00,2.80,0.93,0.00,0.00,0.93,0.00,0.00,1.87,10.28,2.80,10.28,1.87,3.74,4.67,0.00,3.74,0.93,0.00,0.00,0.00,1.87,0.93,1.87,0.00,0.00,0.00,28.97,14.95,4.67,0.00,0.00,0.00,5.61,0.00,0.00,3.74,0.00,0.00
u188.txt,1,830,65.77,60.00,60.08,40.99,19.30,14.34,81.57,51.45,15.30,9.64,5.90,1.45,1.57,0.36,0.36,5.66,6.02,13.49,9.88,3.73,3.98,1.45,16.27,2.77,0.96,1.57,3.25,1.69,4.46,2.65,1.81,0.36,0.36,0.48,9.04,0.12,0.12,0.36,0.60,9.28,1.93,0.72,2.05,3.13,0.96,2.17,1.33,0.24,0.24,0.84,0.84,0.48,0.36,0.00,0.00,6.75,2.89,1.20,2.05,1.33,0.36,5.06,10.48,1.93,14.94,2.29,7.23,5.90,3.61,1.45,0.36,0.00,0.36,0.36,2.77,0.00,2.05,0.36,0.00,0.12,15.54,2.41,0.96,0.72,0.00,1.33,4.70,0.24,0.48,1.93,0.24,2.53
u189.txt,1,92,70.30,66.81,12.61,98.05,7.08,15.22,84.78,48.91,4.35,3.26,0.00,0.00,2.17,1.09,0.00,1.09,7.61,14.13,7.61,10.87,9.78,2.17,14.13,7.61,3.26,2.17,3.26,1.09,14.13,9.78,4.35,1.09,1.09,1.09,7.61,1.09,2.17,1.09,0.00,6.52,1.09,0.00,1.09,1.09,1.09,2.17,3.26,0.00,2.17,0.00,4.35,1.09,3.26,0.00,0.00,9.78,4.35,1.09,1.09,4.35,0.00,1.09,13.04,3.26,13.04,0.00,4.35,9.78,0.00,1.09,1.09,0.00,0.00,0.00,3.26,1.09,1.09,0.00,1.09,0.00,36.96,11.96,2.17,0.00,0.00,3.26,7.61,1.09,4.35,3.26,0.00,3.26
u19.txt,1,1197,82.01,36.27,74.20,68.35,7.39,16.46,83.38,43.94,8.69,5.35,4.18,0.17,0.75,0.25,0.00,3.34,6.60,12.87,7.77,4.51,4.85,1.34,15.37,6.18,1.59,0.33,2.51,1.67,8.35,5.26,3.01,0.08,1.84,0.33,5.10,0.58,0.42,0.42,0.17,8.02,1.50,0.50,1.67,2.42,0.84,2.76,3.34,1.09,0.50,1.42,4.01,1.34,1.25,0.33,0.75,5.85,2.01,1.50,1.50,1.25,0.25,3.17,9.19,2.26,18.38,2.26,7.69,8.52,3.76,3.43,0.42,0.58,0.67,0.33,4.93,1.25,2.26,1.09,0.67,0.00,47.12,20.63,2.84,0.75,0.33,0.67,15.79,0.75,0.84,2.51,0.17,1.84
u190.txt,1,285,28.57,61.07,86.87,92.71,6.95,13.33,87.37,53.33,17.19,14.39,8.42,0.35,4.21,1.05,0.35,2.81,3.51,11.93,8.77,9.47,7.02,1.40,16.14,3.51,1.40,3.16,2.46,2.46,6.32,5.26,1.05,0.35,0.00,0.35,10.18,0.00,0.35,0.00,1.05,10.18,1.75,2.11,0.70,3.16,1.75,2.11,2.46,1.05,0.70,0.70,5.61,4.21,0.35,0.00,0.70,6.32,2.46,0.70,1.75,1.40,0.35,3.16,11.93,1.75,17.19,2.11,8.07,6.67,1.40,1.40,1.05,0.00,0.70,0.00,3.51,0.00,1.75,0.35,1.05,0.70,28.77,11.58,3.86,0.35,0.35,1.05,7.72,0.35,0.00,1.40,1.40,0.70
u191.txt,1,14,13.85,1.00,99.00,25.77,7.00,28.57,92.86,57.14,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,21.43,7.14,7.14,0.00,42.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,0.00,7.14,14.29,0.00,14.29,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,28.57,0.00,14.29,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,7.14,0.00,0.00,0.00,7.14,0.00,14.29
u192.txt,1,207,60.14,50.00,84.35,18.63,7.96,16.91,91.30,57.49,15.46,9.66,6.76,0.00,2.42,0.00,0.48,5.80,8.21,14.49,9.66,7.73,5.31,1.45,14.49,3.38,1.93,1.45,1.93,0.97,11.11,5.31,5.80,0.97,0.48,2.90,9.18,0.00,0.48,0.00,0.00,12.08,1.93,1.45,2.90,4.35,0.48,3.38,1.45,0.00,0.97,0.48,1.45,0.48,0.97,0.00,0.00,10.63,2.90,5.31,4.35,2.42,2.42,1.93,12.08,1.93,17.87,2.90,10.14,5.80,2.90,4.35,0.97,0.48,0.00,0.97,0.97,0.00,0.48,0.48,0.00,0.00,34.78,20.77,2.42,1.45,0.00,5.31,2.42,0.00,0.00,2.42,0.00,0.00
u193.txt,1,177,76.97,38.87,45.61,25.77,10.41,12.99,86.44,49.15,9.04,4.52,2.26,0.00,0.00,1.13,1.13,4.52,7.91,12.99,10.73,3.95,5.08,2.26,19.21,4.52,2.26,2.26,1.13,0.56,9.60,4.52,4.52,0.00,0.56,1.13,6.78,0.00,0.56,0.00,1.69,16.38,4.52,1.69,3.95,3.39,0.56,4.52,1.69,1.13,0.00,0.56,3.95,2.82,0.00,0.00,1.13,4.52,0.56,0.00,2.82,0.56,0.56,3.95,15.25,2.26,14.12,1.69,5.65,7.34,0.56,1.13,0.56,1.13,0.00,0.56,2.82,0.56,1.69,0.00,0.56,0.00,22.60,10.17,3.39,1.69,0.00,1.13,0.56,0.56,0.00,2.26,0.00,2.82
u194.txt,1,46,1.80,1.00,99.00,25.77,15.33,19.57,89.13,60.87,26.09,15.22,15.22,0.00,0.00,0.00,0.00,10.87,0.00,10.87,8.70,10.87,10.87,4.35,19.57,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,17.39,2.17,2.17,0.00,2.17,2.17,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,0.00,0.00,2.17,4.35,0.00,4.35,8.70,4.35,19.57,2.17,4.35,13.04,2.17,2.17,0.00,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.91,6.52,4.35,0.00,0.00,0.00,0.00,2.17,4.35,6.52,0.00,0.00
u195.txt,1,573,67.07,31.26,73.58,28.68,9.24,18.15,86.39,48.52,11.52,6.98,5.58,0.17,0.52,0.35,0.35,4.54,6.11,12.91,7.16,8.90,4.54,1.22,16.93,5.06,2.27,1.22,1.75,1.92,7.68,3.84,3.66,0.17,1.75,0.17,4.54,0.17,0.17,0.17,0.52,13.09,2.79,1.75,1.05,4.36,1.57,2.79,3.84,1.57,1.05,0.87,1.92,1.22,0.17,0.00,0.35,4.36,0.70,1.22,0.87,1.40,0.35,4.36,10.30,2.62,15.01,2.27,4.36,8.55,2.62,0.87,1.05,0.52,0.35,0.52,2.44,0.52,1.05,0.35,0.70,0.00,30.72,12.91,4.19,0.35,0.70,1.57,1.22,0.70,2.27,2.44,1.75,2.62
u196.txt,1,26,9.98,12.43,83.83,1.00,5.20,19.23,73.08,57.69,23.08,15.38,15.38,0.00,0.00,0.00,0.00,7.69,3.85,7.69,15.38,3.85,3.85,3.85,19.23,0.00,0.00,3.85,3.85,0.00,3.85,0.00,3.85,0.00,0.00,3.85,7.69,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,3.85,0.00,0.00,3.85,15.38,0.00,11.54,0.00,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,3.85,3.85,0.00,0.00,3.85,7.69,0.00,0.00,3.85,0.00,0.00
