WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,cNEU
99,84.89,34.29,85.21,44.24,8.25,11.11,91.92,56.57,14.14,12.12,7.07,0,2.02,3.03,0,2.02,7.07,19.19,10.1,4.04,2.02,2.02,17.17,3.03,1.01,0,1.01,2.02,5.05,3.03,2.02,0,1.01,1.01,9.09,0,0,2.02,4.04,9.09,1.01,1.01,1.01,2.02,1.01,5.05,2.02,0,0,2.02,9.09,6.06,2.02,0,0,7.07,2.02,0,3.03,1.01,1.01,4.04,10.1,2.02,18.18,3.03,11.11,5.05,0,0,0,0,1.01,0,2.02,1.01,1.01,0,0,1.01,43.43,25.25,4.04,0,0,0,4.04,4.04,2.02,3.03,0,1.01,559,152219,97.95,0.01,153896,0.5,0.08,n
364,64.27,74.53,66.92,76.53,9.33,14.29,86.26,50,15.66,8.24,3.85,0.55,3.57,0,0.27,7.42,7.69,10.99,5.77,5.22,6.04,1.37,16.76,2.75,1.65,1.1,1.65,0.82,7.14,4.95,2.2,0,0,1.65,11.54,1.37,1.1,0.55,0.27,10.16,1.92,1.1,2.75,3.02,0.82,3.85,2.75,1.1,1.37,0.27,0.82,0,0.27,0,0,10.16,4.12,3.57,1.92,2.2,0.82,3.3,10.44,1.92,16.76,2.47,7.14,7.69,1.37,1.65,1.1,0,0.55,0.27,1.1,0,0.82,0.55,0,0,30.49,11.81,4.4,0,0,2.47,2.75,1.92,1.1,1.92,1.65,2.47,238,27449.6,98.15,0.01,27822,0.5,0.04,y
102,79.78,42.23,40.84,1,7.29,19.61,81.37,37.25,12.75,6.86,4.9,0,0.98,0.98,0,5.88,1.96,12.75,4.9,3.92,0.98,0.98,14.71,4.9,1.96,0.98,1.96,3.92,9.8,2.94,6.86,0,1.96,0.98,6.86,0,0,0,0.98,7.84,0.98,0.98,0.98,2.94,1.96,0,4.9,0,0.98,2.94,4.9,3.92,0,0,0.98,7.84,1.96,0.98,3.92,1.96,0,1.96,11.76,0,15.69,0.98,7.84,6.86,0.98,2.94,0.98,0,0,0.98,9.8,3.92,3.92,0.98,0.98,0,32.35,22.55,0,0,0,0,0,0,0,0.98,0,8.82,138,8926.11,95.81,0.04,9061,0.49,0.17,n
859,67.35,44.45,63.37,33.82,17.18,15.37,83,49.36,13.15,8.73,5.12,0.47,1.16,0.7,1.28,4.42,6.4,12.81,7.1,4.42,6.29,2.44,15.13,5.24,2.68,0.7,1.51,2.44,5.59,2.91,2.44,0.35,0.7,0.23,8.61,0.23,0.58,0,1.05,10.48,2.21,0.7,1.51,2.91,1.05,3.73,2.79,1.28,0.47,0.58,4.66,1.05,1.4,0.12,2.21,6.75,1.98,1.05,1.16,2.21,0.58,3.84,10.71,1.05,14.2,1.98,5.94,7.1,1.4,2.21,0,0.58,0.47,0.23,1.28,0.35,0.7,0,0.35,0,16.76,4.07,4.07,0.7,0,0,2.56,0.35,0.93,1.86,1.4,0.81,431,91298.5,98.98,0.01,91701,0.5,0.03,n
2281,73.3,33.84,81.76,82.34,26.22,17.97,83.43,44.02,10.83,7.8,6.36,0.18,1.01,0.13,0.13,3.02,4.6,13.11,8.11,4.43,5.09,1.05,18.68,4.69,1.75,1.67,1.97,2.19,5.7,4.43,1.27,0.09,0.22,0.39,5.48,0.35,0.53,0.31,0.13,12.14,2.37,1.84,2.32,3.02,1.53,3.24,2.63,1.32,0.75,0.35,4.12,0.44,0.92,0.09,2.28,6.97,1.89,1.62,1.97,1.75,0.35,2.59,13.63,2.46,16.92,3.16,6.66,7.5,2.72,4.16,1.05,1.18,0.22,0.22,1.67,0.18,0.83,0.26,0.39,0,26.3,12.89,3.9,0.44,0,0.66,1.62,0.44,0.44,2.67,0.44,2.81,236,25651.9,93.3,0.03,26805,0.49,0.18,y
257,88.22,39.25,5.29,76.18,8.86,16.34,40.86,24.9,8.95,6.61,4.28,0.78,1.56,0,0,2.33,5.84,5.45,2.33,1.56,0.78,1.56,5.84,1.56,0.39,0.78,0,0,5.84,4.28,1.56,0,0,0.39,2.33,0,0,0,0,6.23,1.95,0,2.33,0.39,0.39,1.56,1.17,0.78,0,0.39,1.56,0.78,0.78,0,0,2.72,1.17,0,0.39,0.78,0.39,0.39,5.45,0.39,5.84,0.39,2.33,3.5,0,0.39,0,0,0.78,0,1.56,0,1.56,0,0,0,28.4,13.23,2.72,0,0,1.17,4.67,0,0.78,1.95,0.78,3.11,1071,565761,98.92,0.01,569584,0.5,0.03,n
26,98.86,87.57,1.4,25.77,8.67,7.69,73.08,42.31,3.85,3.85,0,0,0,0,3.85,0,3.85,23.08,7.69,0,3.85,0,26.92,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,0,0,0,7.69,0,0,3.85,3.85,0,0,0,0,0,0,3.85,0,3.85,0,0,19.23,0,3.85,3.85,11.54,0,0,23.08,0,11.54,0,11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,38.46,7.69,0,3.85,0,0,187,16580.2,96.37,0.03,16845,0.49,0.12,n
992,51.83,76.6,17.2,25.77,10.23,14.42,91.63,51.71,13.41,8.47,0.5,0.3,2.02,4.94,0.71,4.94,6.35,11.79,12.8,4.84,4.84,2.12,22.98,5.85,2.62,1.01,1.41,3.63,6.75,3.33,3.33,0.1,0.81,0.5,10.79,0.1,0.2,4.94,0,13.61,3.02,1.61,2.42,2.42,2.22,2.92,4.03,1.61,0.6,1.81,4.13,1.21,1.51,0.1,1.11,4.94,0.91,1.11,1.81,1.11,0.6,3.83,16.03,2.22,16.23,2.02,5.75,8.87,1.41,1.81,1.21,0.81,0.4,0.4,1.31,0.3,0.6,0.3,0.2,0,20.87,9.27,4.84,0.2,0.1,0.5,0.4,0.4,0,4.03,0.1,1.01,477,111206,98.37,0.01,112134,0.5,0.06,n
98,67.14,65.86,92.38,99,6.53,18.37,90.82,44.9,9.18,7.14,3.06,0,2.04,2.04,0,2.04,4.08,12.24,11.22,5.1,3.06,2.04,20.41,5.1,3.06,1.02,1.02,3.06,15.31,12.24,3.06,0,0,2.04,10.2,0,0,0,2.04,8.16,1.02,0,1.02,1.02,2.04,3.06,2.04,1.02,1.02,0,2.04,0,0,0,0,14.29,3.06,8.16,3.06,1.02,2.04,4.08,13.27,2.04,25.51,2.04,11.22,12.24,4.08,1.02,0,1.02,4.08,0,6.12,0,5.1,0,1.02,0,28.57,10.2,2.04,0,0,5.1,3.06,1.02,0,2.04,0,5.1,361,58695.3,90.83,0.02,63826,0.49,0.05,y
197,67.32,32.4,76.73,44.34,5.05,14.72,87.31,50.76,12.69,8.12,5.08,1.02,1.52,0.51,0,4.57,6.6,12.69,11.68,4.57,2.54,2.03,20.3,3.55,0.51,1.52,2.54,2.03,5.08,3.05,2.03,0.51,1.02,0,4.06,0,0,0.51,0,7.11,0.51,1.02,2.03,1.52,0.51,2.54,3.55,2.03,1.02,0,2.03,0.51,1.02,0,0.51,4.06,1.02,1.02,1.02,1.02,0,1.52,15.74,1.02,19.8,2.54,9.64,8.12,5.58,0.51,1.52,0,0,0,4.57,1.52,0.51,1.02,1.52,0,49.24,29.95,1.52,0.51,0,1.52,12.18,0.51,0,0.51,0.51,2.03,497,116529,94.92,0.02,120779,0.49,0.13,n
29,15.89,24.51,69.96,85.87,14.5,6.9,93.1,62.07,17.24,10.34,10.34,0,0,0,0,6.9,6.9,10.34,17.24,10.34,3.45,3.45,20.69,0,0,0,0,3.45,3.45,3.45,0,0,0,0,6.9,0,3.45,0,0,17.24,0,3.45,6.9,0,6.9,0,6.9,6.9,0,0,0,0,0,0,0,6.9,3.45,0,3.45,0,0,3.45,17.24,0,20.69,3.45,6.9,10.34,0,3.45,0,0,0,0,3.45,0,3.45,0,0,0,13.79,0,3.45,0,0,3.45,6.9,0,0,0,0,0,99,4243.83,89.29,0.04,4660,0.49,0.06,y
324,45.96,60.95,26.79,13.28,10.12,11.73,88.89,54.94,13.27,8.95,2.78,0.31,3.09,2.78,0,4.32,4.63,13.58,12.04,6.48,6.17,2.16,23.15,4.01,1.54,0.93,1.85,1.23,5.86,2.47,3.4,0.31,0.93,0.31,9.26,0.31,0,2.47,0.62,13.27,1.85,0.31,4.63,3.4,0.93,4.32,4.32,2.16,1.54,0.31,4.32,2.16,1.54,0.31,0,6.48,0.62,1.85,1.54,2.16,0.93,2.16,18.83,1.23,15.74,2.78,7.1,6.48,2.16,0.62,0.31,0.62,0,0.31,1.54,0.62,0,0,0.93,0,24.69,12.96,2.16,0,1.23,0.31,0,0.31,2.47,3.4,0,1.85,831,338383,98.36,0.01,341154,0.5,0.07,n
2646,50.37,63.31,50.84,50.46,23.21,16.55,89.68,54.5,15.5,8.39,2.68,1.93,2.34,0.42,1.02,7.11,6.61,12.32,10.17,4.35,5.93,3.36,18.56,5.82,3.36,2.34,1.81,2.61,6.31,3.78,2.46,0.23,1.17,0.34,9.71,0,0.11,0.04,0.72,14.74,3.21,1.81,2.04,3.02,2.72,4.35,2.87,1.02,0.83,0.98,2.38,0.83,1.06,0.04,0.53,9.79,2.04,3.44,3.29,2.19,0.6,2.19,14.36,2.12,13.34,2.76,5.18,5.82,2.61,0.94,0.11,0.23,0.19,0.34,0.45,0.19,0.15,0.04,0.11,0,15.15,6.46,4.61,0.04,0.26,0.53,0.08,0.3,0.08,2.08,0.15,0.57,278,27967.7,73.16,0.04,36786,0.48,0.21,n
160,77.33,57.44,1,81.93,9.41,13.75,37.5,21.88,5.62,4.38,1.88,0,0.62,1.88,0,1.25,3.75,3.75,2.5,3.75,3.75,1.88,5,1.88,0.62,1.25,2.5,0,3.12,3.12,0,0,0,0,6.25,0.62,0,2.5,0,3.75,0,1.25,0,0,1.25,1.25,0,0,0,0,0.62,0,0.62,0,0,5.62,3.12,1.25,0.62,1.25,0,0.62,4.38,0.62,3.75,0.62,1.88,1.25,0,1.88,0,0,0,1.25,6.88,0,6.25,0,0,0.62,37.5,7.5,8.12,1.88,0,1.25,17.5,0,0,0,0,1.25,374,64849.8,93.47,0.03,67740,0.49,0.19,y
29,49.46,50,98.71,1,4.83,27.59,89.66,34.48,6.9,3.45,3.45,0,0,0,0,3.45,6.9,0,13.79,6.9,0,0,20.69,10.34,0,6.9,0,0,17.24,3.45,13.79,6.9,6.9,0,6.9,0,0,0,0,10.34,3.45,6.9,0,3.45,0,0,3.45,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,10.34,13.79,0,27.59,3.45,3.45,20.69,0,0,0,0,0,0,3.45,3.45,0,0,0,0,34.48,3.45,3.45,3.45,0,10.34,6.9,6.9,0,0,0,0,99,4201.5,88.4,0.03,4687,0.49,0.04,y
598,73.51,64.37,27.39,18.38,5.34,19.73,78.26,42.98,8.86,5.69,2.51,0.33,1,1.84,0,3.18,5.02,11.54,11.04,4.68,3.01,0.67,19.23,4.35,1.67,0.67,4.35,1.84,6.69,3.01,3.51,0.17,0.5,0.67,6.86,0.33,0.17,2.17,0.33,7.02,2.17,1,1.67,1.34,0.67,1.17,2.51,1.51,0.67,0.33,1.34,0.67,0.5,0,0.17,4.18,1.34,0.5,1.84,1,0,2.51,14.72,2.51,15.05,1.84,6.35,7.36,3.18,3.01,1.34,0.33,0.84,0,2.01,0.17,1.34,0.5,0,0,42.31,20.9,2.17,2.84,0,1.17,1.84,0.17,0.33,2.34,1,9.53,46,967.5,97.73,0.06,976,0.49,0.04,n
250,70.9,27.43,89.12,82.9,14.71,15.2,78,40.8,10.8,7.6,7.2,0,0.4,0,0,3.2,5.6,11.6,10,4.4,3.6,1.2,15.2,9.2,2,0.8,4.8,2,7.2,5.2,2,0.8,0,0.4,4.4,0.8,0,0,0.4,7.2,0.8,0.4,0.8,2.4,1.2,2,2,1.6,0,0,2.4,0,0.4,0,2,4.4,0.8,1.6,3.2,1.6,0,3.2,12.4,2.4,19.2,0.8,8.8,9.6,2,3.6,0.8,0,1.2,0.4,2,0.4,1.2,0.4,0.4,0,49.2,3.6,2,0.8,0,0,34.8,0,0,4.4,0,3.6,405,78205,96.07,0.01,81253,0.5,0.01,n
25,51.43,50,6.7,25.77,5,16,76,60,8,0,0,0,0,0,0,8,8,12,24,8,0,0,28,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,0,12,0,0,4,8,4,0,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,12,12,4,16,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,40,20,4,0,0,0,8,0,0,0,0,8,381,68247.6,94.78,0.03,70505,0.49,0.16,y
82,92.84,45.16,97.62,10.4,7.45,13.41,89.02,47.56,4.88,3.66,2.44,0,0,1.22,0,1.22,12.2,12.2,8.54,7.32,2.44,1.22,14.63,4.88,1.22,1.22,4.88,1.22,8.54,3.66,4.88,2.44,1.22,2.44,2.44,0,0,0,1.22,4.88,2.44,0,0,0,2.44,0,2.44,2.44,0,0,2.44,1.22,1.22,0,0,4.88,0,1.22,3.66,0,0,0,12.2,3.66,29.27,4.88,7.32,17.07,3.66,2.44,0,0,0,0,0,0,0,0,0,0,43.9,30.49,2.44,0,0,0,2.44,0,0,0,0,8.54,56,1205.1,81.15,0.12,1362,0.46,0.31,n
370,72.42,76.72,75.47,91.56,6.49,12.16,89.73,47.57,14.05,10.54,4.86,0.54,4.05,1.08,0,3.51,6.22,13.51,6.76,4.59,4.59,1.89,17.57,5.95,3.51,2.43,2.97,2.43,11.08,7.57,3.51,0,1.62,0.54,12.16,0,0,0.54,1.35,10,1.89,0.54,1.08,0.81,3.24,2.43,4.05,1.62,0.81,1.08,4.59,1.35,1.35,0,0.54,8.11,2.7,1.89,2.7,2.16,0,4.59,10.27,2.43,18.11,3.24,6.49,9.46,1.35,1.35,0,0.54,0.81,1.08,3.78,0.27,2.7,0.27,0.27,0,50.27,17.03,5.95,2.97,1.35,2.7,7.57,2.16,4.32,3.51,0.27,2.43,367,46193.6,69.16,0.06,62940,0.47,0.33,n
37,46.8,50,84.25,25.77,7.4,18.92,94.59,48.65,18.92,8.11,8.11,0,0,0,0,10.81,2.7,13.51,8.11,5.41,2.7,2.7,16.22,16.22,5.41,0,0,5.41,10.81,5.41,5.41,0,0,2.7,10.81,0,2.7,0,0,13.51,2.7,0,2.7,5.41,2.7,0,2.7,0,0,2.7,0,0,0,0,0,2.7,2.7,0,0,0,0,0,10.81,2.7,18.92,2.7,2.7,13.51,2.7,2.7,0,0,0,0,0,0,0,0,0,0,37.84,13.51,2.7,0,0,0,16.22,0,0,5.41,0,0,139,8137.73,86.09,0.08,8817,0.47,0.39,n
851,37.62,34.9,62.52,63.65,7.81,13.04,85.43,50.76,17.04,10.58,7.64,0.35,1.65,0.35,0.59,6.46,5.29,11.05,11.87,5.64,4.47,2.23,20.33,6.58,2.82,1.76,2.23,3.17,6.7,4.35,2.35,0.12,1.06,0.35,7.87,0.71,0.35,1.06,0.35,11.05,2,1.88,2.35,2,1.29,3.17,3.17,0.35,1.18,1.41,2.7,1.76,0.47,0.35,0.12,4.47,1.29,0.59,1.18,1.41,0.12,2.7,15.39,1.88,12.81,1.53,4.23,7.05,1.88,0.59,0.24,0.82,0.35,0.24,4,0.71,1.29,1.29,0.47,0.24,34.08,14.57,2.23,0,0,1.65,3.17,0.12,2.82,5.52,0.71,3.29,584,164031,96.69,0.02,167499,0.49,0.12,y
137,58.42,41.35,69.66,15.5,13.7,9.49,75.91,45.99,9.49,5.84,2.19,0,1.46,2.19,0,3.65,2.92,12.41,9.49,5.11,6.57,2.19,16.06,2.19,1.46,0.73,10.22,0,6.57,2.92,3.65,0,0.73,0,4.38,0,0,0,2.19,8.03,1.46,3.65,0,0.73,0,2.92,0.73,0,0,0.73,5.11,1.46,2.92,0.73,0,7.3,0.73,0.73,0,5.11,1.46,7.3,8.76,1.46,19.71,0.73,8.03,10.95,0,2.92,0,2.19,0,0,0.73,0.73,0,0,0,0,28.47,9.49,5.84,2.92,0,0,2.92,0,0,0,0,7.3,1043,532379,98.16,0.01,538780,0.5,0.06,n
107,57.77,35.41,19.72,13.19,11.89,21.5,71.03,42.06,12.15,10.28,6.54,0,3.74,0,0,1.87,2.8,10.28,10.28,2.8,3.74,1.87,15.89,4.67,0,0,0.93,2.8,4.67,1.87,2.8,0,0,1.87,3.74,0,0,0,0,8.41,0,0.93,2.8,1.87,1.87,1.87,4.67,2.8,0.93,0,3.74,0,0.93,0,2.8,0.93,0,0,0.93,0,0,1.87,10.28,2.8,10.28,1.87,3.74,4.67,0,3.74,0.93,0,0,0,1.87,0.93,1.87,0,0,0,28.97,14.95,4.67,0,0,0,5.61,0,0,3.74,0,0,457,99059.2,95.49,0.03,101166,0.49,0.26,y
830,65.77,60,60.08,40.99,19.3,14.34,81.57,51.45,15.3,9.64,5.9,1.45,1.57,0.36,0.36,5.66,6.02,13.49,9.88,3.73,3.98,1.45,16.27,2.77,0.96,1.57,3.25,1.69,4.46,2.65,1.81,0.36,0.36,0.48,9.04,0.12,0.12,0.36,0.6,9.28,1.93,0.72,2.05,3.13,0.96,2.17,1.33,0.24,0.24,0.84,0.84,0.48,0.36,0,0,6.75,2.89,1.2,2.05,1.33,0.36,5.06,10.48,1.93,14.94,2.29,7.23,5.9,3.61,1.45,0.36,0,0.36,0.36,2.77,0,2.05,0.36,0,0.12,15.54,2.41,0.96,0.72,0,1.33,4.7,0.24,0.48,1.93,0.24,2.53,695,238038,98.99,0.01,239033,0.5,0.05,n
92,70.3,66.81,12.61,98.05,7.08,15.22,84.78,48.91,4.35,3.26,0,0,2.17,1.09,0,1.09,7.61,14.13,7.61,10.87,9.78,2.17,14.13,7.61,3.26,2.17,3.26,1.09,14.13,9.78,4.35,1.09,1.09,1.09,7.61,1.09,2.17,1.09,0,6.52,1.09,0,1.09,1.09,1.09,2.17,3.26,0,2.17,0,4.35,1.09,3.26,0,0,9.78,4.35,1.09,1.09,4.35,0,1.09,13.04,3.26,13.04,0,4.35,9.78,0,1.09,1.09,0,0,0,3.26,1.09,1.09,0,1.09,0,36.96,11.96,2.17,0,0,3.26,7.61,1.09,4.35,3.26,0,3.26,255,30917.9,96.22,0.03,31439,0.49,0.19,y
1197,82.01,36.27,74.2,68.35,7.39,16.46,83.38,43.94,8.69,5.35,4.18,0.17,0.75,0.25,0,3.34,6.6,12.87,7.77,4.51,4.85,1.34,15.37,6.18,1.59,0.33,2.51,1.67,8.35,5.26,3.01,0.08,1.84,0.33,5.1,0.58,0.42,0.42,0.17,8.02,1.5,0.5,1.67,2.42,0.84,2.76,3.34,1.09,0.5,1.42,4.01,1.34,1.25,0.33,0.75,5.85,2.01,1.5,1.5,1.25,0.25,3.17,9.19,2.26,18.38,2.26,7.69,8.52,3.76,3.43,0.42,0.58,0.67,0.33,4.93,1.25,2.26,1.09,0.67,0,47.12,20.63,2.84,0.75,0.33,0.67,15.79,0.75,0.84,2.51,0.17,1.84,40,732.5,98.85,0.06,734,0.5,0.03,n
285,28.57,61.07,86.87,92.71,6.95,13.33,87.37,53.33,17.19,14.39,8.42,0.35,4.21,1.05,0.35,2.81,3.51,11.93,8.77,9.47,7.02,1.4,16.14,3.51,1.4,3.16,2.46,2.46,6.32,5.26,1.05,0.35,0,0.35,10.18,0,0.35,0,1.05,10.18,1.75,2.11,0.7,3.16,1.75,2.11,2.46,1.05,0.7,0.7,5.61,4.21,0.35,0,0.7,6.32,2.46,0.7,1.75,1.4,0.35,3.16,11.93,1.75,17.19,2.11,8.07,6.67,1.4,1.4,1.05,0,0.7,0,3.51,0,1.75,0.35,1.05,0.7,28.77,11.58,3.86,0.35,0.35,1.05,7.72,0.35,0,1.4,1.4,0.7,277,36015.4,94.9,0.03,36920,0.49,0.21,n
14,13.85,1,99,25.77,7,28.57,92.86,57.14,14.29,14.29,14.29,0,0,0,0,0,0,14.29,21.43,7.14,7.14,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,7.14,14.29,0,14.29,0,0,0,0,7.14,7.14,0,0,0,14.29,0,14.29,0,0,0,0,28.57,0,14.29,0,14.29,0,14.29,0,0,0,0,0,7.14,7.14,0,0,0,0,28.57,0,0,0,0,7.14,0,0,0,7.14,0,14.29,378,67968.2,95.9,0.02,69841,0.49,0.09,n
207,60.14,50,84.35,18.63,7.96,16.91,91.3,57.49,15.46,9.66,6.76,0,2.42,0,0.48,5.8,8.21,14.49,9.66,7.73,5.31,1.45,14.49,3.38,1.93,1.45,1.93,0.97,11.11,5.31,5.8,0.97,0.48,2.9,9.18,0,0.48,0,0,12.08,1.93,1.45,2.9,4.35,0.48,3.38,1.45,0,0.97,0.48,1.45,0.48,0.97,0,0,10.63,2.9,5.31,4.35,2.42,2.42,1.93,12.08,1.93,17.87,2.9,10.14,5.8,2.9,4.35,0.97,0.48,0,0.97,0.97,0,0.48,0.48,0,0,34.78,20.77,2.42,1.45,0,5.31,2.42,0,0,2.42,0,0,167,13037.8,95.2,0.04,13281,0.48,0.21,y
177,76.97,38.87,45.61,25.77,10.41,12.99,86.44,49.15,9.04,4.52,2.26,0,0,1.13,1.13,4.52,7.91,12.99,10.73,3.95,5.08,2.26,19.21,4.52,2.26,2.26,1.13,0.56,9.6,4.52,4.52,0,0.56,1.13,6.78,0,0.56,0,1.69,16.38,4.52,1.69,3.95,3.39,0.56,4.52,1.69,1.13,0,0.56,3.95,2.82,0,0,1.13,4.52,0.56,0,2.82,0.56,0.56,3.95,15.25,2.26,14.12,1.69,5.65,7.34,0.56,1.13,0.56,1.13,0,0.56,2.82,0.56,1.69,0,0.56,0,22.6,10.17,3.39,1.69,0,1.13,0.56,0.56,0,2.26,0,2.82,197,15938.2,83.4,0.07,17908,0.47,0.36,y
46,1.8,1,99,25.77,15.33,19.57,89.13,60.87,26.09,15.22,15.22,0,0,0,0,10.87,0,10.87,8.7,10.87,10.87,4.35,19.57,4.35,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,17.39,2.17,2.17,0,2.17,2.17,8.7,0,0,0,0,0,0,0,0,0,6.52,0,0,2.17,4.35,0,4.35,8.7,4.35,19.57,2.17,4.35,13.04,2.17,2.17,0,2.17,0,0,0,0,0,0,0,0,23.91,6.52,4.35,0,0,0,0,2.17,4.35,6.52,0,0,119,5588.16,80.95,0.1,6340,0.46,0.37,y
573,67.07,31.26,73.58,28.68,9.24,18.15,86.39,48.52,11.52,6.98,5.58,0.17,0.52,0.35,0.35,4.54,6.11,12.91,7.16,8.9,4.54,1.22,16.93,5.06,2.27,1.22,1.75,1.92,7.68,3.84,3.66,0.17,1.75,0.17,4.54,0.17,0.17,0.17,0.52,13.09,2.79,1.75,1.05,4.36,1.57,2.79,3.84,1.57,1.05,0.87,1.92,1.22,0.17,0,0.35,4.36,0.7,1.22,0.87,1.4,0.35,4.36,10.3,2.62,15.01,2.27,4.36,8.55,2.62,0.87,1.05,0.52,0.35,0.52,2.44,0.52,1.05,0.35,0.7,0,30.72,12.91,4.19,0.35,0.7,1.57,1.22,0.7,2.27,2.44,1.75,2.62,262,32959,97.14,0.02,33381,0.49,0.13,y
26,9.98,12.43,83.83,1,5.2,19.23,73.08,57.69,23.08,15.38,15.38,0,0,0,0,7.69,3.85,7.69,15.38,3.85,3.85,3.85,19.23,0,0,3.85,3.85,0,3.85,0,3.85,0,0,3.85,7.69,0,0,0,0,3.85,0,3.85,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,3.85,0,0,3.85,0,0,3.85,15.38,0,11.54,0,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,23.08,3.85,3.85,0,0,3.85,7.69,0,0,3.85,0,0,563,153582,97.43,0.01,156035,0.49,0.08,n
133,50.57,61.84,5.27,99,6.33,27.82,89.47,42.86,9.77,6.77,4.51,0,1.5,0.75,0,3.01,6.02,6.77,12.78,3.76,6.02,0.75,24.06,5.26,0.75,0.75,0.75,0.75,8.27,7.52,0.75,0,0.75,0,9.02,0,0,0,1.5,10.53,0,3.01,3.01,3.01,0.75,2.26,3.01,0,2.26,0.75,3.01,0,2.26,0,0.75,6.02,0.75,2.26,0.75,2.26,0,2.26,17.29,0,8.27,1.5,5.26,1.5,10.53,3.01,1.5,3.01,0,0,2.26,0,0.75,1.5,0,0,35.34,16.54,10.53,0.75,0,0.75,1.5,0,1.5,0.75,0,3.01,266,31169.8,89.11,0.03,34191,0.49,0.11,y
88,81.49,67.52,85.21,99,29.33,9.09,87.5,45.45,13.64,4.55,2.27,1.14,0,1.14,0,9.09,7.95,11.36,3.41,5.68,4.55,0,10.23,10.23,2.27,1.14,1.14,1.14,11.36,9.09,2.27,0,1.14,0,5.68,1.14,0,1.14,0,5.68,2.27,0,0,1.14,2.27,0,1.14,0,0,1.14,2.27,0,1.14,0,1.14,7.95,2.27,2.27,0,3.41,0,2.27,6.82,1.14,23.86,0,9.09,15.91,2.27,1.14,3.41,0,0,0,4.55,0,4.55,0,0,0,22.73,4.55,1.14,3.41,0,0,7.95,0,0,0,0,5.68,1267,767221,95.81,0,798934,0.5,0.01,n
514,82.9,50,61.57,90.23,17.72,11.28,76.46,43.19,14.59,9.14,5.84,0.97,2.14,0.19,0,5.45,6.03,12.84,4.09,2.72,3.31,1.36,12.84,3.5,1.75,1.17,1.17,1.17,7,5.25,1.36,0,0.58,0.19,7,0.39,0.78,0,0.39,9.14,0.97,0.97,1.36,2.92,1.56,2.92,2.14,0.58,0.39,0.97,1.95,0,1.56,0,0.39,9.14,3.31,2.53,2.33,1.95,0.19,2.14,9.14,2.33,14.59,2.14,7.2,6.03,0.97,1.17,0.58,0,1.56,0.39,3.89,0,3.7,0.19,0,0.19,38.52,23.93,6.61,0.19,0.19,0.97,2.72,1.17,0,2.53,0.19,0,318,49024.8,97.88,0.02,49584,0.49,0.06,y
914,77.9,52.19,52.23,52.45,10.88,17.72,79.32,42.34,9.63,6.89,3.94,0.11,0.98,1.75,0.11,2.74,5.36,11.82,7.99,3.28,4.27,1.75,15.65,6.02,1.64,0.77,2.84,1.31,7.77,4.49,3.06,0.22,0.98,0.33,8.1,1.2,0.44,2.95,0.33,7.99,1.75,0.66,1.42,1.75,0.77,2.52,2.52,1.31,0,1.09,4.16,1.2,1.31,0.22,0.66,6.89,2.52,0.88,1.2,1.75,0.77,1.64,12.14,1.31,16.3,1.86,7.11,7,1.64,2.74,0.44,1.64,0.22,0,1.64,0.44,0.55,0.22,0.33,0,23.96,9.63,3.94,0,0,0.55,2.08,2.41,0.66,1.31,1.31,2.08,130,7666.67,92.86,0.05,7938,0.48,0.22,y
